family,diff_F_minus_M,diff_M_minus_F,perm_p_two_sided
negations,-0.02297053719375887,0.02297053719375887,0.46526736631684157
articles,0.015031913619012658,-0.015031913619012658,0.5242378810594702
quantifiers,0.04195383991127194,-0.04195383991127194,0.12693653173413294
impersonal_pronouns,0.03389182326106207,-0.03389182326106207,0.1489255372313843
adverbs,-0.007276759991118908,0.007276759991118908,0.6876561719140429
prepositions,-0.0020915209044645444,0.0020915209044645444,0.8975512243878061
conjunctions,0.00945476997882296,-0.00945476997882296,0.6401799100449775
auxiliary_verbs,-0.0039299135330406795,0.0039299135330406795,0.11594202898550725
personal_pronouns,-0.0011562289960571257,0.0011562289960571257,0.5742128935532234
