family,major,intermediate,minor
quantifiers,0.02605094918022244,0.03295016442549648,0.0
articles,0.018702576756434,0.03838383838383838,0.0
adverbs,0.013270630827687705,0.023681057504586905,-0.020833333333333325
auxiliary_verbs,0.00021168392052973512,0.0018361918648862757,0.0
personal_pronouns,-0.00047414742341330275,0.0006604267723349511,0.0
conjunctions,0.008603493828194897,0.004626941685765205,-0.01666666666666666
prepositions,-0.0012194868677466652,0.02500609412374118,-0.05
impersonal_pronouns,0.03758716896020567,0.01911123766660099,-0.08333333333333333
negations,0.019224538868708698,0.055383940678058324,-0.10416666666666666
