pair,adverbs,articles,auxiliary_verbs,conjunctions,impersonal_pronouns,negations,personal_pronouns,prepositions,quantifiers
Edmund→Fanny Price,0.0440860215053763,0.0597849462365591,0.004470218678265,-0.0121777432309885,0.0178779634667703,0.0033491979552265,-0.0015194015895277,0.031874039938556,0.0224828934506354
Edmund→Lady Bertram,,,0.0,,,,0.0,,
Edmund→Mary Crawford,-0.0189764232317423,-0.00747556066705,0.0,0.006079027355623,0.0883301096067054,0.1041819515774027,-0.003958436417615,0.0,-0.0205673758865247
Fanny Price→Edmund,0.0038461538461538,0.0848351648351648,0.0049950049950049,0.0146520146520147,0.0705128205128204,0.0186813186813186,-0.0018315018315018,-0.006529702181876,-0.0179576521039935
Fanny Price→Henry Crawford,0.0129870129870129,,0.0,,,0.057142857142857,-0.0054945054945054,-0.057142857142857,
Fanny Price→Mary Crawford,0.0689655172413793,0.1197822141560798,0.0,0.0689655172413793,0.1034482758620689,0.1163793103448276,0.0,0.0689655172413793,-0.0199637023593466
Fanny Price→Sir Thomas,,,0.1176470588235294,,,,0.0588235294117647,,
Henry Crawford→Edmund,0.0,,0.0,,,,0.0,0.0,
Henry Crawford→Fanny Price,0.024561403508772,-0.0263157894736841,0.0,-0.0596491228070175,0.0080971659919028,-0.0701754385964912,-0.0029239766081871,-0.0394736842105263,-0.1403508771929824
Henry Crawford→Mary Crawford,0.1111111111111111,-0.0476190476190476,-0.0050125313283208,0.0325814536340851,0.0666666666666666,-0.042016806722689,-0.0050125313283208,0.0,0.0364145658263305
Lady Bertram→Edmund,0.0727272727272727,,0.0,0.0727272727272727,,,0.0,-0.0181818181818181,
Lady Bertram→Mrs. Norris,-0.0288461538461538,,0.0,,,-0.0749999999999999,0.0,0.0,
Mary Crawford→Edmund,-0.0125581395348837,0.057142857142857,0.0,0.0257142857142856,-0.0180952380952381,0.0163636363636363,-0.0016326530612245,0.0175510204081632,0.011578947368421
Mary Crawford→Fanny Price,-0.0296296296296296,0.0225442834138486,0.0,0.0074074074074074,0.0044444444444444,-0.0639730639730639,0.0341880341880342,-0.0118518518518518,-0.0266666666666666
Mary Crawford→Henry Crawford,0.0073529411764705,0.05,-0.0036231884057971,-0.025,0.0277777777777777,-0.0333333333333333,-0.0036231884057971,0.0,-0.0238095238095238
Mary Crawford→Mrs. Grant,0.1285714285714285,,-0.0054945054945054,0.0357142857142857,,,0.0,0.0,0.0129870129870129
Mrs. Grant→Mary Crawford,-0.1333333333333333,0.0999999999999999,-0.0047619047619047,0.1333333333333333,0.0666666666666667,-0.0545454545454545,0.0,-0.0095238095238096,0.0999999999999999
Mrs. Norris→Lady Bertram,0.0509803921568627,0.0168067226890756,0.0,0.0330882352941176,0.1221719457013574,0.085972850678733,0.0,0.0,0.016042780748663
Sir Thomas→Fanny Price,0.2705882352941177,0.0647058823529411,0.0117647058823529,0.1470588235294117,0.0497737556561086,,-0.025735294117647,0.0330882352941176,0.0695187165775401
Sir Thomas→Mrs. Norris,,-0.009090909090909,-0.009090909090909,0.0909090909090909,,,0.0,-0.009090909090909,
Tom Bertram→Edmund,,,0.0,,,,0.0,-0.0181818181818181,
