family,F,M
negations,0.051850895903514924,0.004422284381725154
quantifiers,0.02095039021458968,0.033914584755614645
articles,0.019099217349039792,0.03487499467902948
impersonal_pronouns,-0.0013376976302939797,0.05107598685303205
adverbs,0.013612370872789986,0.020090374029743105
prepositions,0.0040166030896760995,0.013113316075714957
conjunctions,-0.006864207410466144,0.01607290708800132
auxiliary_verbs,0.0025895825037220736,-0.0006255193569851122
personal_pronouns,0.0019149932096850023,-0.001729162727008032
