family,mean,ci_lo,ci_hi,n
negations,0.02779290455188243,-0.0017239436116362559,0.058758688598600325,69
quantifiers,0.02761769026425966,0.002322867784799857,0.05365378678457373,70
articles,0.026987106014034635,0.003360673611082558,0.048986413524142576,74
impersonal_pronouns,0.022356159738880804,0.00022367870676761941,0.044948312900274554,73
adverbs,0.016680898683978308,0.0013789317567044909,0.03354479919811042,76
prepositions,0.00839650193480592,-0.0044126098494495815,0.022632144577986964,81
conjunctions,0.005063092128736935,-0.01357426441485087,0.023393643989336136,75
auxiliary_verbs,0.0010013996568667169,-0.0010161738398641474,0.004360791856908748,83
personal_pronouns,0.00011486798794506988,-0.0014807773219134687,0.0020507576227237387,83
