a_category,b_category,mean_weight,count
intermediate,intermediate,0.0032936956953884535,15
intermediate,major,0.0032996721614779096,50
intermediate,minor,0.006205895134466564,14
major,intermediate,0.010172287270248062,46
major,major,0.009083979104166537,95
major,minor,0.003381493506493507,25
minor,intermediate,0.0062155462016009605,10
minor,major,0.03173806557427246,29
minor,minor,0.014194139194139189,10
